a_lot,device,device_group,department,package,bond_wire,ship_package,uk_input,final_test_input,final_test_para_fails,final_test_gross_fails,final_test_output,final_test_yield,delivery_date,ship_package,die_size_code,transistor_type
458468,FMMT560,VT,SMD,SOT23,AU,TA,199247.0,198667,245.0,219.0,198203,0.9976644334489372,2019-03-05,TA,B   ,pnp
458467,FMMT560,VT,SMD,SOT23,AU,TA,198730.0,198607,262.0,263.0,198082,0.9973565886398768,2019-02-27,TA,B   ,pnp
458466,FMMT560,VT,SMD,SOT23,AU,TA,178979.0,178033,183.0,257.0,177593,0.9975285480781653,2019-02-22,TA,B   ,pnp
458465,FMMT560,VT,SMD,SOT23,AU,TA,179244.0,177530,178.0,270.0,177082,0.9974764828479693,2019-02-25,TA,B   ,pnp
458464,ZVP4424A,MOSFET-H,SMD,ELineX (Schüttgut),AU,Schüttgut,17205.0,17213,44.0,245.0,16924,0.9832103642595712,2019-03-13,Schüttgut,D   ,p-Kanal
458463,ZTX953,HT,SMD,ELineX (STZ),AU,STZ,25652.0,25598,323.0,146.0,25129,0.9816782561137589,2019-03-27,STZ,E   ,pnp
458462,ZXTP07040DFF,MT,SMD,SOT23F,CU,TA,26228.0,25884,163.0,23.0,25698,0.992814093648586,2019-03-05,TA,C   ,
458461,ZXTP05120HFF,MT,SMD,SOT23F,CU,TA,26876.0,24553,57.0,16.0,24480,0.9970268398973648,2019-03-25,TA,C   ,
458460,ZXTN19060CFF,MT,SMD,SOT23F,CU,TA,26624.0,26563,2755.0,65.0,23743,0.8938372924744946,2019-03-04,TA,C   ,npn
458459,ZXTN08400BFF,MT,SMD,SOT23F,CU,TA,44162.0,43993,781.0,110.0,43102,0.9797467778964836,2019-03-20,TA,C   ,npn
458458,ZXTN07045EFF,MT,SMD,SOT23F,CU,TA,39289.0,39120,484.0,172.0,38464,0.9832310838445808,2019-03-06,TA,C   ,
458457,ZXTN04120HFF,MT,SMD,SOT23F,CU,TA,26730.0,26656,131.0,65.0,26460,0.9926470588235294,2019-03-05,TA,C   ,npn
458456,ZXMS6004FF,SVMOS,SMD,SOT23F,AU,TA,171002.0,170681,1997.0,39.0,168645,0.9880713143232112,2019-03-13,TA,C   ,
458455,ZXMS6004FFQ,SVMOS,SMD,SOT23F,AU,TA,104235.0,102736,1852.0,42.0,100842,0.9815643980688367,2019-03-18,TA,C   ,
458454,ZTL431BFF,IC,SMD,SOT23F,CU,TA,51638.0,51116,1011.0,19.0,50086,0.979849753501839,2019-03-26,TA,A   ,
457355,ZXMP6A17G,UMOS,SMD,SOT223,CU,TA,161653.0,161494,16.0,988.0,160490,0.9937830507634958,2019-02-28,TA,E   ,pMOSe
457254,ZXMN3B14F,UMOS,SMD,LFSOT23,AU,TA,252494.0,249344,11766.0,12936.0,224642,0.900932045687885,2019-02-25,TA,C   ,
457182,ZX5T951G,HT,SMD,SOT223,PD,TA,60826.0,60724,544.0,210.0,59970,0.9875831631644819,2019-03-13,TA,D   ,
457181,FZTA42,LT,SMD,SOT223,AU,TA,151420.0,149237,197.0,922.0,148118,0.9925018594584453,2019-03-05,TA,A   ,npn
457180,FZT953,HT,SMD,SOT223,CU,TA,81000.0,80739,687.0,1173.0,78879,0.9769628060788467,2019-02-25,TA,E   ,pnp
457179,FZT751Q,MT,SMD,SOT223,AU,TC,103257.0,100649,1766.0,284.0,98599,0.9796321871056841,2019-02-25,TC,C   ,pnp
457178,FZT751,MT,SMD,SOT223,AU,TC,153900.0,156174,4666.0,460.0,151048,0.9671776352017621,2019-02-26,TC,C   ,pnp
457176,FZT749,MT,SMD,SOT223,CU,TC,51664.0,50112,23.0,265.0,49824,0.9942528735632183,2019-02-18,TC,C   ,pnp
457174,FZT749,MT,SMD,SOT223,CU,TA,38678.0,40032,28.0,182.0,39822,0.9947541966426858,2019-02-18,TA,C   ,pnp
457172,FZT705,MT,SMD,SOT223,CU,TA,322512.0,320586,1687.0,1569.0,317330,0.989843598909497,2019-02-25,TA,C   ,pnp
457171,FZT653,MT,SMD,SOT223,CU,TA,129109.0,129560,951.0,690.0,127919,0.987334053720284,2019-02-22,TA,C   ,npn
457170,FZT600,MT,SMD,SOT223,CU,TA,53460.0,52693,410.0,341.0,51942,0.9857476325128575,2019-02-27,TA,C   ,npn
457169,FZT493,LT,SMD,SOT223,CU,TA,279464.0,279488,2722.0,1998.0,274768,0.983111976185024,2019-03-01,TA,A   ,npn
457168,FZT1048A,HT,SMD,SOT223,CU,TA,133010.0,132548,3572.0,1694.0,127282,0.9602709961674262,2019-03-06,TA,D   ,npn
457167,ZXMS6001N3,SVMOS,SMD,SOT223,AU,TA,54553.0,54000,497.0,177.0,53326,0.9875185185185186,2019-02-22,TA,E   ,
457166,ZXMP7A17GQ,UMOS,SMD,SOT223,AU,TC,168335.0,166590,149.0,3468.0,162973,0.9782880124857435,2019-02-20,TC,E   ,
457165,ZXMN7A11G,UMOS,SMD,SOT223,AU,TA,52084.0,51981,31.0,214.0,51736,0.9952867393855447,2019-03-12,TA,C   ,
457164,ZXMN6A25G,UMOS,SMD,SOT223,CU,TA,100632.0,100344,1263.0,1491.0,97590,0.9725544128198995,2019-02-19,TA,F   ,nMOSe
457162,ZVP0545G,MOSFET-M,SMD,SOT223,AU,TA,53148.0,52910,1428.0,699.0,50783,0.9597996597996598,2019-03-14,TA,C   ,pMOSe
457161,ZVN0545G,MOSFET-M,SMD,SOT223,AU,TA,25602.0,25486,419.0,13.0,25054,0.9830495173820921,2019-03-14,TA,C   ,nMOSe
457160,FZT796A,MT,SMD,SOT223,AU,TA,52456.0,51825,264.0,706.0,50855,0.9812831644958997,2019-03-01,TA,C   ,pnp
457159,FZT757,MT,SMD,SOT223,AU,TA,52456.0,52238,300.0,301.0,51637,0.988494965350894,2019-03-14,TA,C   ,pnp
457158,FZT458Q,LT,SMD,SOT223,AU,TA,61083.0,60534,6564.0,142.0,53828,0.8892192817259722,2019-02-22,TA,A   ,npn
457157,BSP75N,SVMOS,SMD,SOT223,AU,TA,127153.0,122093,111.0,607.0,121375,0.9941192369750927,2019-02-25,TA,E   ,
457156,BSP75N,SVMOS,SMD,SOT223,AU,TA,10848.0,10655,290.0,101.0,10264,0.9633036133270765,2019-02-25,TA,E   ,
457155,ZXCT1008F,IC,SMD,LFSOT23,AU,TA,42028.0,41779,6366.0,163.0,35250,0.8437253165465904,2019-02-18,TA,B,
457154,ZXCT1008QF,IC,SMD,LFSOT23,AU,TA,42352.0,42070,4046.0,65.0,37959,0.9022819111005467,2019-02-18,TA,B,
457080,ZXCT1008QF,IC,SMD,LFSOT23,AU,TC,26160.0,26029,2657.0,127.0,23245,0.8930423758115947,2019-02-18,TC,B,
457079,ZXMN6A07F,UMOS,SMD,SOT23,AU,TA,91887.0,91813,54.0,146.0,91613,0.9978216592421553,2019-02-18,TA,B   ,nMOSe
457078,ZXMN2B01F,UMOS,SMD,SOT23,CU,TA,37429.0,37367,42.0,285.0,37040,0.9912489629887333,2019-02-22,TA,B   ,nMOSe
457077,ZXMN10A07F,UMOS,SMD,SOT23,CU,TA,248947.0,241702,102.0,1056.0,240544,0.9952089763427692,2019-02-27,TA,B   ,nMOSe
457076,FMMT722,ST,SMD,SOT23,CU,TA,153466.0,152911,584.0,5679.0,146648,0.9590415339642014,2019-03-04,TA,B   ,pnp
457075,FMMT722,ST,SMD,SOT23,CU,TA,152655.0,150230,331.0,773.0,149126,0.992651268055648,2019-02-26,TA,B   ,pnp
457074,FMMT619,ST,SMD,SOT23,CU,TA,211471.0,209756,1277.0,2117.0,206362,0.983819294799672,2019-02-19,TA,B   ,npn
457073,FMMT619,ST,SMD,SOT23,CU,TA,210635.0,209720,1026.0,1296.0,207398,0.9889280946023269,2019-02-18,TA,B   ,npn
457072,FMMT593,HT,SMD,SOT23,AU,TA,131252.0,128573,45.0,617.0,127911,0.9948511740412062,2019-02-21,TA,A   ,pnp
457071,FMMT593Q,HT,SMD,SOT23,AU,TA,65626.0,65423,155.0,33.0,65235,0.9971263928587806,2019-02-20,TA,A   ,pnp
457070,FMMT591,HT,SMD,SOT23,CU,TA,127813.0,127692,223.0,268.0,127201,0.9961548100115903,2019-03-07,TA,A   ,pnp
457069,FMMT591Q,HT,SMD,SOT23,AU,TC,191135.0,187675,365.0,285.0,187025,0.9965365658718529,2019-02-28,TC,A   ,pnp
457068,FMMT591Q,HT,SMD,SOT23,AU,TC,192244.0,184330,960.0,212.0,183158,0.9936418380079206,2019-02-26,TC,A   ,pnp
457067,FMMT558,HT,SMD,SOT23,AU,TA,291496.0,290270,458.0,388.0,289424,0.9970854721466221,2019-02-25,TA,A   ,pnp
457066,FMMT558,HT,SMD,SOT23,AU,TA,258991.0,258090,470.0,395.0,257225,0.9966484559649734,2019-02-21,TA,A   ,pnp
457065,FMMT558Q,HT,SMD,SOT23,AU,TA,32415.0,31380,60.0,36.0,31284,0.9969407265774378,2019-02-19,TA,A   ,pnp
457064,ZXTR2105FF,MT,SMD,SOT23F,CU,TA,51480.0,51321,120.0,76.0,51125,0.9961809006059897,2019-03-04,TA,A   ,npn
457063,ZXTP08400BFF,MT,SMD,SOT23F,CU,TA,45844.0,45631,783.0,552.0,44296,0.9707435734478753,2019-03-05,TA,C   ,pnp
457062,ZXTP07040DFF,MT,SMD,SOT23F,CU,TA,26228.0,26012,1225.0,72.0,24715,0.9501383976626172,2019-03-05,TA,C   ,
457061,ZXTN19060CFF,MT,SMD,SOT23F,CU,TA,26624.0,26555,8494.0,93.0,17968,0.6766334023724345,2019-03-04,TA,C   ,npn
457060,ZXTN08400BFF,MT,SMD,SOT23F,CU,TA,57275.0,57012,1053.0,411.0,55548,0.9743211955377815,2019-03-04,TA,C   ,npn
457059,ZXTN04120HFF,MT,SMD,SOT23F,CU,TA,26730.0,26540,531.0,48.0,25961,0.9781838733986435,2019-03-01,TA,C   ,npn
457058,ZXMS6004FF,SVMOS,SMD,SOT23F,AU,TA,202640.0,144000,,,144000,1.0,2019-03-11,TA,C   ,
457057,ZXMS6004FFQ,SVMOS,SMD,SOT23F,AU,TA,61965.0,61683,43.0,33.0,61607,0.9987678939091809,2019-03-08,TA,C   ,
457056,ZDT749,2MT,SMD,SM8,CU,TC,97002.0,96826,216.0,1238.0,95372,0.9849833722347303,2019-03-05,TC,C   ,2pnp
457055,ZDT6790,2MT,SMD,SM8,CU,TA,24272.0,24235,453.0,113.0,23669,0.976645347637714,2019-03-21,TA,C   ,pnp-npn
456711,ZXM61N02F,HDMOS,SMD,SOT23,AU,TA,39245.0,38960,62.0,102.0,38796,0.9957905544147844,2019-02-14,TA,B   ,
456710,ZXM61N02F,HDMOS,SMD,SOT23,AU,TA,271061.0,269920,1120.0,833.0,267967,0.9927645228215768,2019-02-13,TA,B   ,
456706,ZXMN3A14F,UMOS,SMD,LFSOT23,AU,TA,138219.0,137418,5393.0,5385.0,126640,0.921567771325445,2019-02-18,TA,C   ,
456704,ZXCT1008QF,IC,SMD,LFSOT23,AU,TA,129509.0,127790,9666.0,626.0,117498,0.9194616167149229,2019-02-11,TA,B,
456703,ZXMP6A13F,UMOS,SMD,SOT23,CU,TA,193052.0,191321,1551.0,1930.0,187840,0.9818054473894658,2019-02-18,TA,B   ,pMOSe
456702,ZXMP6A13F,UMOS,SMD,SOT23,CU,TA,253823.0,250480,2212.0,2345.0,245923,0.9818069306930693,2019-02-15,TA,B   ,pMOSe
456701,ZXMP6A13F,UMOS,SMD,SOT23,CU,TA,38683.0,38624,61.0,143.0,38420,0.9947183098591549,2019-02-22,TA,B   ,pMOSe
456700,ZXMP10A13F,UMOS,SMD,SOT23,CU,TC,194364.0,193720,488.0,576.0,192656,0.9945075366508362,2019-02-19,TC,B   ,pMOSe
456699,ZXMP10A13FQ,UMOS,SMD,SOT23,AU,TA,96052.0,94725,82.0,382.0,94261,0.9951016099234626,2019-02-14,TA,B   ,pMOSe
456698,ZXMP10A13FQ,UMOS,SMD,SOT23,AU,TA,253547.0,252802,,,252802,1.0,2019-02-12,TA,B   ,pMOSe
456697,ZXMN3B01F,UMOS,SMD,SOT23,CU,TA,117142.0,108121,1409.0,641.0,106071,0.9810397610084998,2019-02-13,TA,B,
456696,ZXMN2B01F,UMOS,SMD,SOT23,CU,TA,56340.0,56218,395.0,624.0,55199,0.9818741328400157,2019-02-12,TA,B   ,nMOSe
456695,ZXMN2A01F,UMOS,SMD,SOT23,CU,TA,37067.0,36474,450.0,1754.0,34270,0.939573394746943,2019-02-19,TA,B   ,nMOSe
456694,ZXMN10A07F,UMOS,SMD,SOT23,CU,TA,152832.0,152185,2072.0,1578.0,148535,0.9760160331175871,2019-02-11,TA,B   ,nMOSe
456693,ZXM61P03F,HDMOS,SMD,SOT23,AU,TA,117154.0,116817,20.0,439.0,116358,0.9960707773697322,2019-02-15,TA,B   ,
456692,FMMT624,ST,SMD,SOT23,CU,TA,147853.0,147198,843.0,626.0,145729,0.9900202448402832,2019-02-14,TA,B   ,npn
456691,FMMT619,ST,SMD,SOT23,CU,TA,134661.0,133260,435.0,471.0,132354,0.9932012606933813,2019-02-12,TA,B   ,npn
456690,FMMT459,VT,SMD,SOT23,AU,TA,139800.0,138960,1100.0,106.0,137754,0.9913212435233161,2019-02-15,TA,B   ,npn
456674,ZXMP6A17G,UMOS,SMD,SOT223,CU,TA,197705.0,196013,303.0,2279.0,193431,0.9868274043048165,2019-02-14,TA,E   ,pMOSe
456673,ZXMP6A17G,UMOS,SMD,SOT223,AU,TA,99554.0,99138,287.0,688.0,98163,0.9901652242328874,2019-02-08,TA,E   ,pMOSe
456672,ZXMP10A18G,UMOS,SMD,SOT223,CU,TA,10517.0,10474,6.0,95.0,10373,0.9903570746610655,2019-02-07,TA,F   ,pMOSe
456671,ZXMN6A25G,UMOS,SMD,SOT223,CU,TA,39670.0,39530,13321.0,5650.0,20559,0.5200860106248419,,TA,F   ,nMOSe
456670,ZXMN10A11G,UMOS,SMD,SOT223,CU,TA,224973.0,224399,318.0,1520.0,222561,0.9918092326614646,2019-02-18,TA,C   ,nMOSe
456669,ZX5T951G,HT,SMD,SOT223,PD,TA,162966.0,161414,1241.0,591.0,159582,0.9886503029476997,2019-02-20,TA,D   ,
456668,ZX5T853G,HT,SMD,SOT223,PD,TA,26682.0,26625,410.0,257.0,25958,0.9749483568075117,2019-02-19,TA,D   ,
456667,ZVN4424GQ,MOSFET-H,SMD,SOT223,AU,TA,57942.0,57763,823.0,544.0,56396,0.9763343316655991,2019-02-18,TA,D   ,nMOSe
456666,FZT849,HT,SMD,SOT223,CU,TA,30772.0,30732,605.0,174.0,29953,0.9746518287127424,2019-02-12,TA,E   ,npn
456665,FZT692BQ,MT,SMD,SOT223,AU,TA,320933.0,318992,7518.0,2294.0,309180,0.969240607914932,2019-03-01,TA,C   ,npn
456664,FZT655,MT,SMD,SOT223,CU,TA,142474.0,141829,713.0,1146.0,139970,0.9868926665209513,2019-02-27,TA,C   ,npn
456663,FZT655,MT,SMD,SOT223,CU,TA,141816.0,140781,700.0,123.0,139958,0.9941540406731022,2019-02-27,TA,C   ,npn
456661,FZT651,MT,SMD,SOT223,CU,TC,91782.0,91560,578.0,894.0,90088,0.9839231105286151,2019-02-25,TC,C   ,npn
456660,FZT651,MT,SMD,SOT223,CU,TA,196691.0,196391,250.0,850.0,195291,0.9943989286678107,2019-02-26,TA,C   ,npn
456659,FZT649,MT,SMD,SOT223,CU,TC,103700.0,103228,373.0,510.0,102345,0.9914461192699655,2019-02-18,TC,C   ,npn
456658,FZT649,MT,SMD,SOT223,CU,TA,25668.0,25620,93.0,218.0,25309,0.9878610460577674,2019-02-18,TA,C   ,npn
456657,FZT605,MT,SMD,SOT223,CU,TA,129819.0,129296,578.0,845.0,127873,0.9889942457616632,2019-02-20,TA,C   ,npn
456656,FZT1049A,HT,SMD,SOT223,CU,TA,70804.0,70769,1484.0,1475.0,67810,0.9581879071344798,2019-02-21,TA,D   ,npn
456655,BSP75N,SVMOS,SMD,SOT223,AU,TA,43823.0,43310,328.0,1001.0,41981,0.9693142461325329,2019-02-25,TA,E   ,
456654,BSP75G,SVMOS,SMD,SOT223,AU,TA,49189.0,49020,34.0,142.0,48844,0.9964096287229702,2019-02-22,TA,E   ,
456653,BSP75G,SVMOS,SMD,SOT223,AU,TA,49436.0,49340,655.0,538.0,48147,0.9758208350222943,2019-02-21,TA,E   ,
456632,ZXTP07040DFF,MT,SMD,SOT23F,CU,TA,78684.0,77770,753.0,92.0,76925,0.9891346277484891,2019-02-18,TA,C   ,
456630,ZXMS6004FF,SVMOS,SMD,SOT23F,AU,TA,13574.0,13510,40.0,44.0,13426,0.9937823834196892,2019-02-27,TA,C   ,
456629,ZXMS6004FF,SVMOS,SMD,SOT23F,AU,TA,133159.0,132212,308.0,44.0,131860,0.9973376092941639,2019-02-27,TA,C   ,
456628,ZXMS6004FFQ,SVMOS,SMD,SOT23F,AU,TA,149169.0,147616,468.0,251.0,146897,0.9951292542813787,2019-02-26,TA,C   ,
456627,ZXMP2120FF,MOSFET,SMD,SOT23F,CU,TA,39118.0,38990,107.0,156.0,38727,0.9932546806873558,2019-02-28,TA,C   ,
456626,ZTL431BFF,IC,SMD,SOT23F,CU,TA,95410.0,92648,1492.0,689.0,90467,0.9764592867628011,2019-03-07,TA,A   ,
456625,ZVN4310A,MOSFET-H,SMD,ELineX (Schüttgut),AU,Schüttgut,27105.0,27002,613.0,682.0,25707,0.9520405895859566,2019-03-06,Schüttgut,E   ,n-Kanal
456624,ZTX1049A,HT,SMD,ELineX (STZ),AU,STZ,25251.0,25119,403.0,401.0,24315,0.967992356383614,2019-03-05,STZ,D   ,npn
456623,ZTX1049A,HT,SMD,ELineX (Schüttgut),AU,Schüttgut,25985.0,25855,667.0,279.0,24909,0.9634113324308644,2019-02-25,Schüttgut,D   ,npn
456622,ZDT694Q,2MT,SMD,SM8,AU,TA,148343.0,147798,515.0,742.0,146541,0.9914951487841513,2019-02-19,TA,C   ,2npn
456517,FZT953Q,HT,SMD,SOT223,AU,TA,51450.0,49528,857.0,395.0,48276,0.9747213697302536,2019-02-06,TA,E   ,pnp
456153,ZXMS6004DG,SVMOS,SMD,SOT223,AU,TA,115934.0,115619,717.0,1380.0,113522,0.9818628426123734,2019-02-20,TA,C   ,
456152,ZXMP4A16GQ,UMOS,SMD,SOT223,AU,TA,15327.0,15284,3.0,179.0,15102,0.988092122481026,2019-03-11,TA,E   ,pMOSe
456151,ZXMP10A17GQ,UMOS,SMD,SOT223,AU,TA,98010.0,97300,857.0,1305.0,95138,0.9777800616649538,2019-02-07,TA,E   ,
456150,ZX5T955G,HT,SMD,SOT223,PD,TA,196536.0,195954,4059.0,2804.0,189091,0.9649764740704451,2019-02-18,TA,D,
456149,ZX5T951G,HT,SMD,SOT223,PD,TA,188038.0,189160,3420.0,217.0,185523,0.9807728906745612,2019-02-19,TA,D   ,
456147,ZVN4424G,MOSFET-H,SMD,SOT223,CU,TA,127224.0,127119,1581.0,1003.0,124535,0.9796725902500807,2019-02-11,TA,D   ,nMOSe
456146,FZT957,HT,SMD,SOT223,AU,TA,59620.0,59304,756.0,730.0,57818,0.9749426682854445,2019-02-14,TA,E   ,pnp
456145,FZT851-79,HT,SMD,SOT223,AU,TA,25442.0,25300,1171.0,111.0,24018,0.9493280632411067,2019-02-06,TA,E   ,npn
456144,FZT851-79,HT,SMD,SOT223,AU,TA,10381.0,10366,670.0,156.0,9540,0.9203164190623191,2019-02-06,TA,E   ,npn
456143,FZT753Q,MT,SMD,SOT223,AU,TA,141154.0,140851,5173.0,1207.0,134471,0.9547039069655168,2019-02-26,TA,C   ,pnp
456142,FZT751,MT,SMD,SOT223,CU,TA,51816.0,51693,38.0,251.0,51404,0.9944093010659083,2019-02-13,TA,C   ,pnp
456141,FZT751,MT,SMD,SOT223,CU,TA,246074.0,245286,256.0,2576.0,242454,0.9884542941708863,2019-02-12,TA,C   ,pnp
456140,FZT751Q,MT,SMD,SOT223,AU,TC,220760.0,220867,4854.0,1755.0,214258,0.9700770146739893,2019-02-20,TC,C   ,pnp
456139,FZT657,MT,SMD,SOT223,AU,TA,25227.0,24936,119.0,107.0,24710,0.9909367982034007,2019-03-14,TA,C   ,npn
456138,FZT653,MT,SMD,SOT223,CU,TA,285239.0,284762,1041.0,1857.0,281864,0.9898230803267289,2019-02-13,TA,C   ,npn
456137,FZT600BQ,MT,SMD,SOT223,AU,TA,26710.0,24768,446.0,45.0,24277,0.9801760335917312,2019-03-06,TA,C   ,npn
456136,FZT558,LT,SMD,SOT223,AU,TA,32813.0,32610,130.0,30.0,32450,0.9950935295921497,2019-02-27,TA,A   ,pnp
456135,FZT549,LT,SMD,SOT223,CU,TA,30957.0,30918,9.0,62.0,30847,0.9977036030791125,2019-02-12,TA,A   ,pnp
456134,BSP75G,SVMOS,SMD,SOT223,AU,TA,77572.0,77050,892.0,3913.0,72245,0.9376378974691758,2019-02-14,TA,E   ,
456133,BSP75G,SVMOS,SMD,SOT223,AU,TA,121696.0,121551,348.0,1172.0,120031,0.987494960962888,2019-02-11,TA,E   ,
456108,ZXTP25040DFH,SS6,SMD,LFSOT23,AU,TA,45549.0,45137,668.0,342.0,44127,0.9776236790216453,2019-02-21,TA,B   ,
456107,ZXTN25020CFH,SS6,SMD,LFSOT23,AU,TA,56779.0,56348,357.0,192.0,55799,0.9902569745155108,2019-02-21,TA,B   ,
456106,ZXTN25020BFH,SS6,SMD,LFSOT23,AU,TA,70953.0,70187,41498.0,234.0,28455,0.40541695755624263,2019-02-26,TA,B   ,
456105,ZXTN25100DFH,SS6,SMD,LFSOT23,AU,TA,210696.0,210137,896.0,1088.0,208153,0.9905585403807992,2019-02-20,TA,B   ,
456104,ZXTN25100DFH,SS6,SMD,LFSOT23,AU,TA,192095.0,191436,715.0,888.0,189833,0.9916264443469358,2019-02-19,TA,B   ,
456103,ZXMN2A14F,UMOS,SMD,LFSOT23,AU,TA,10978.0,10937,170.0,231.0,10536,0.9633354667641949,2019-02-07,TA,C   ,
456102,ZXMP10A13F,UMOS,SMD,SOT23,CU,TC,77466.0,77341,3705.0,258.0,73378,0.9487593902328648,2019-02-04,TC,B   ,pMOSe
456101,ZXMP10A13FQ,UMOS,SMD,SOT23,AU,TA,311854.0,310100,696.0,2104.0,307300,0.9909706546275395,2019-02-06,TA,B   ,pMOSe
456100,ZXMN3A01FQ,UMOS,SMD,SOT23,AU,TA,55829.0,55727,230.0,244.0,55253,0.9914942487483626,2019-02-14,TA,B   ,nMOSe
456099,ZXM61N02F,HDMOS,SMD,SOT23,AU,TA,38379.0,38217,760.0,241.0,37216,0.9738074678807861,2019-02-11,TA,B   ,
456098,FMMT634,ST,SMD,SOT23,CU,TA,234433.0,233685,258.0,699.0,232728,0.9959047435650555,2019-02-13,TA,B   ,npn
456097,FMMT624,ST,SMD,SOT23,CU,TA,250119.0,247845,4585.0,985.0,242275,0.9775262765034598,2019-02-11,TA,B   ,npn
456096,FMMT493,HT,SMD,SOT23,CU,TA,226175.0,222812,11139.0,837.0,210836,0.9462506507728489,2019-02-06,TA,A   ,npn
456095,FMMT491AQ,HT,SMD,SOT23,AU,TA,65626.0,64600,1337.0,346.0,62917,0.9739473684210527,2019-02-08,TA,A   ,npn
456094,FMMT459,VT,SMD,SOT23,AU,TA,18784.0,18503,69.0,14.0,18420,0.9955142409339026,2019-02-08,TA,B   ,npn
456092,ZDT749,2MT,SMD,SM8,CU,TC,12751.0,12666,23.0,583.0,12060,0.9521553765987684,2019-03-05,TC,C   ,2pnp
456091,ZDT694,2MT,SMD,SM8,CU,TA,32533.0,33279,423.0,463.0,32393,0.9733766038642988,2019-03-07,TA,C   ,2npn
456090,ZDT694Q,2MT,SMD,SM8,AU,TA,78005.0,77741,579.0,1062.0,76100,0.9788914472414814,2019-02-14,TA,C   ,2npn
456089,ZDT694Q,2MT,SMD,SM8,AU,TA,153943.0,153321,1459.0,1316.0,150546,0.9819007181012386,2019-02-18,TA,C   ,2npn
456088,ZDT1053,2HT,SMD,SM8,CU,TA,8562.0,8481,81.0,72.0,8328,0.9819596745666784,2019-02-13,TA,D   ,2npn
456087,ZVN4424A,MOSFET-H,SMD,ELineX (STZ),AU,STZ,26735.0,26735,226.0,89.0,26420,0.9882176921638302,2019-03-12,STZ,D   ,n-Kanal
456086,ZTX948,HT,SMD,ELineX (STZ),AU,STZ,21410.0,21405,125.0,923.0,20357,0.9510394767577669,2019-03-05,STZ,E   ,pnp
456085,ZTX689B,MT,SMD,ELineX (STZ),AU,STZ,26228.0,26239,111.0,145.0,25983,0.990243530622356,2019-03-13,STZ,C   ,npn
456084,ZTX689B,MT,SMD,ELineX (Schüttgut),AU,Schüttgut,26228.0,26110,101.0,74.0,25935,0.9932975871313673,2019-03-13,Schüttgut,C   ,npn
456083,ZXTR2105FF,MT,SMD,SOT23F,CU,TA,43437.0,42836,576.0,557.0,41703,0.9735502848071715,2019-02-27,TA,A   ,npn
456082,ZXTP19020CFF,MT,SMD,SOT23F,CU,TA,26624.0,26365,673.0,184.0,25508,0.9674947847525128,2019-02-20,TA,C   ,pnp
456081,ZXTP08400BFF,MT,SMD,SOT23F,CU,TA,22922.0,22832,1797.0,125.0,20910,0.9158199018920813,2019-02-20,TA,C   ,pnp
456080,ZXTP07040DFF,MT,SMD,SOT23F,CU,TA,52154.0,50900,1271.0,295.0,49334,0.9692337917485265,2019-02-18,TA,C   ,
456079,ZXTN19100CFF,MT,SMD,SOT23F,CU,TA,25111.0,24480,824.0,24.0,23632,0.965359477124183,2019-02-13,TA,C   ,
456078,ZXTN19100CFF,MT,SMD,SOT23F,CU,TA,25437.0,24818,288.0,29.0,24501,0.9872270126521073,2019-02-13,TA,C   ,
456077,ZXTN07045EFF,MT,SMD,SOT23F,CU,TA,52380.0,51945,693.0,295.0,50957,0.9809798825681009,2019-02-19,TA,C   ,
456076,ZXMS6004FF,SVMOS,SMD,SOT23F,AU,TA,71361.0,80674,8608.0,129.0,71937,0.8916999281057094,2019-02-25,TA,C   ,
456075,ZXMS6004FF,SVMOS,SMD,SOT23F,AU,TA,39335.0,39235,159.0,20.0,39056,0.995437746909647,2019-02-25,TA,C   ,
456074,ZXMS6004FFQ,SVMOS,SMD,SOT23F,AU,TA,39442.0,39338,183.0,34.0,39121,0.9944837053230973,2019-02-26,TA,C   ,
455786,ZXTP05120HFF,MT,SMD,SOT23F,CU,TA,107504.0,106731,666.0,125.0,105940,0.9925888448529481,2019-02-07,TA,C   ,
455731,FZT653,MT,SMD,SOT223,CU,TA,86460.0,86340,929.0,86.0,85325,0.9882441510308084,2019-02-01,TA,C   ,npn
455621,ZVN4424G,MOSFET-H,SMD,SOT223,CU,TA,191434.0,191140,1718.0,891.0,188531,0.9863503191378048,2019-02-06,TA,D   ,nMOSe
455620,FZT651,MT,SMD,SOT223,CU,TA,327850.0,327267,1273.0,1749.0,324245,0.9907659495152277,2019-02-01,TA,C   ,npn
455619,FZT1053A,HT,SMD,SOT223,CU,TA,105186.0,104400,240.0,1207.0,102953,0.986139846743295,2019-02-11,TA,D   ,npn
455618,FZT1049A,HT,SMD,SOT223,CU,TA,116701.0,116446,3024.0,2099.0,111323,0.9560053587070402,2019-02-05,TA,D   ,npn
455617,ZXMS6004SG,SVMOS,SMD,SOT223,AU,TA,140994.0,140078,2048.0,277.0,137753,0.9834021045417554,2019-02-12,TA,C   ,
455616,ZXMS6001N3,SVMOS,SMD,SOT223,AU,TA,72070.0,71470,234.0,195.0,71041,0.9939974814607527,2019-01-25,TA,E   ,
455615,ZXMP6A17G,UMOS,SMD,SOT223,CU,TA,35141.0,35177,41.0,320.0,34816,0.9897376126446258,2019-02-15,TA,E   ,pMOSe
