a_lot,ba,device,wafer_info,device_group,department,package,bond_wire,ship_package,uk_input,final_test_input,final_test_para_fails,final_test_gross_fails,final_test_output,final_test_yield,delivery_date,quality_id,wps,fa,class_name,cause,comment,edit_user,edit_date,create_user,create_date,operator,tester,workplace,transistor_type,chip_configuration,lead_frame,box_class,year,month,week,day
510197,618324,ZVN0545G,9Y35KRAAL.7: 2(unprobed),MOSFET-M,SMD,SOT223,AU,TA,25536.0,25398.0,68.0,1199.0,24131.0,0.9501141822190724,2019-10-16 00:00:00.000,0,,,,,,,,,,,,,nMOSe,ZVN0545XD,LEADFRAME DZN 2000 (all over Ag),       444: Grenzwert;        444: Totalausfall;        444: Vision,2019.0,10.0,42.0,16.0
510195,618323,FZT951Q,9Y40FERNS.7: 3(probed); 9Y40FERNS.9: 16(unprobed); 9Y40FERNS.6: 3(probed); 9Y40FERNS.8: 3(probed),HT,SMD,SOT223,AU,TA,130608.0,130608.0,871.0,906.0,128831.0,0.9863944015680509,2019-10-15 00:00:00.000,0,,,,,,,,,,,,,pnp,FZT951D,LEADFRAME DZN 2000 (all over Ag),       443: Ausfall Gurter;        443: Q-Fehler;        443: Vision;        444: Grenzwert;        444: Kelvin;        444: Totalausfall,2019.0,10.0,42.0,15.0
510192,618322,FZT851,9Y39HAWKS.6: 4(ringprobed); 9Y39HAWKS.7: 2(unprobed); 9Y39HAWKS.5: 19(probed),HT,SMD,SOT223,CU,TA,126814.0,126540.0,860.0,1075.0,124605.0,0.9847083926031295,2019-10-16 00:00:00.000,0,,,,,,,,,,,,,npn,FZT851D,LEADFRAME DZN 2000 (all over Ag),       242: Grenzwert;        242: Totalausfall;        444: Ausfall Gurter;        444: FZT851;        444: Q-Fehler;        444: Vision,2019.0,10.0,42.0,16.0
510191,618321,FZT792A,9Y39SCOUR.5: 3(probed),MT,SMD,SOT223,CU,TA,38250.0,37988.0,244.0,73.0,37671.0,0.9916552595556491,2019-09-30 00:00:00.000,0,,,,,,,,,,,,,pnp,FZT753AD,LEADFRAME DZN 2000 (all over Ag),       184: Grenzwert;        184: Totalausfall;        184: Vision,2019.0,9.0,40.0,30.0
510189,618320,FZT788B,9Y40ROSES.7: 4(ringprobed),MT,SMD,SOT223,CU,TA,49078.0,48960.0,245.0,114.0,48601.0,0.9926674836601307,2019-09-30 00:00:00.000,0,,,,,,,,,,,,,pnp,FZT749BD,LEADFRAME DZN 2000 (all over Ag),       184: Grenzwert;        184: Totalausfall;        184: Vision,2019.0,9.0,40.0,30.0
510188,618319,FZT751,9Y35HEXED.5: 3(unprobed),MT,SMD,SOT223,CU,TC,39342.0,39163.0,43.0,151.0,38969.0,0.9950463447641907,2019-10-10 00:00:00.000,0,,,,,,,,,,,,,pnp,FZT751D,LEADFRAME DZN 2000 (all over Ag),        38: Grenzwert;         38: Totalausfall,2019.0,10.0,41.0,10.0
510187,618318,FZT655,9Y33GLYPH.5: 2(unprobed),MT,SMD,SOT223,CU,TA,26228.0,26064.0,25.0,19.0,26020.0,0.9983118477593615,2019-10-08 00:00:00.000,0,,,,,,,,,,,,,npn,FZT655D,LEADFRAME DZN 2000 (all over Ag),        57: Grenzwert;         57: Totalausfall;        130: Ausfall Gurter;        130: Vision,2019.0,10.0,41.0,8.0
510186,618317,FZT560,9Y40ANGEL.6: 9(unprobed),VT,SMD,SOT223,AU,TA,181773.0,181141.0,3894.0,1906.0,175341.0,0.9679807442820786,2019-10-15 00:00:00.000,0,,,,,,,,,,,,,pnp,FZT560D,LEADFRAME DZN 2000 (all over Ag),       443: Grenzwert;        443: Totalausfall;        443: Vision,2019.0,10.0,42.0,15.0
510183,618316,ZLDO485T8,9Y38MOCKS.2: 2(probed); 9Y30ODOUR.5: 1(unprobed),1LT/1IC,SMD,SM8,AU,TA,18124.0,21673.0,2693.0,238.0,18742.0,0.8647626078530891,2019-10-08 00:00:00.000,0,,,,,,,,,,,,,,FZT718XD,TRÄGERBAND TB 4408-B,       130: Grenzwert;        130: Totalausfall;        130: Vision,2019.0,10.0,41.0,8.0
510182,618315,ZLDO330T8,9Y30ODOUR.5: 1(unprobed); 9Y38MOCKS.2: 3(probed),1LT/1IC,SMD,SM8,AU,TA,19536.0,21488.0,118.0,375.0,20995.0,0.9770569620253164,2019-10-08 00:00:00.000,0,,,,,,,,,,,,,"BF,SC,VI,nc,VO,",FZT718XD,TRÄGERBAND TB 4408-B,       242: Grenzwert;        242: Totalausfall;        242: Vision,2019.0,10.0,41.0,8.0
510181,618314,ZDT694Q,9Y37HOTEL.3: 8(ringprobed); 9Y37HOTEL.5: 13(unprobed); 9Y37HOTEL.4: 4(probed),2MT,SMD,SM8,AU,TA,157983.0,157206.0,1496.0,1068.0,154642.0,0.9836901899418597,2019-10-09 00:00:00.000,0,,,,,,,,,,,,,2npn,2xFZT655BD,TRÄGERBAND TB 4407-B,        38: Grenzwert;         38: Orientierung;         38: Totalausfall;         38: Vision,2019.0,10.0,41.0,9.0
510180,618313,ZDT694Q,9Y32CURSE.5: 12(unprobed),2MT,SMD,SM8,AU,TA,77582.0,77439.0,953.0,983.0,75503.0,0.9749996771652526,2019-10-08 00:00:00.000,0,,,,,,,,,,,,,2npn,2xFZT655BD,TRÄGERBAND TB 4407-B,       130: Totalausfall;        130: Vision;        242: Grenzwert;        242: Orientierung,2019.0,10.0,41.0,8.0
510169,618312,ZVN4424A,9Y41MANIA.4: 4(probed),MOSFET-H,SMD,ELineX,AU,STZ,27055.0,26847.0,299.0,192.0,26356.0,0.9817111781577085,2019-10-30 00:00:00.000,0,,,,,,,,,,,,,n-Kanal,ZVN4424GD,TRÄGERSTREIFEN EP3,       244: Blown On Test;        244: Grenzwert;        244: Totalausfall,2019.0,10.0,44.0,30.0
510168,618311,ZTX955,9Y10LEAVE.6: 5(unprobed),HT,SMD,ELineX,AU,Schüttgut,26745.0,26528.0,221.0,828.0,25479.0,0.9604568757539204,2019-10-24 00:00:00.000,0,,,,,,,,,,,,,pnp,FZT955D,TRÄGERSTREIFEN EP3,        92: Blown On Test;         92: Grenzwert;         92: Totalausfall,2019.0,10.0,43.0,24.0
510166,618310,ZTX651,9Y34DAKAR.4: 2(ringprobed),MT,SMD,ELineX,AU,STZ,25745.0,24892.0,110.0,124.0,24658.0,0.9905993893620441,2019-10-14 00:00:00.000,0,,,,,,,,,,,,,npn,ZTX651C,TRÄGERSTREIFEN EP3,       443: Grenzwert;        443: Totalausfall,2019.0,10.0,42.0,14.0
510165,618309,ZTX558,9Y35OMEGA.5: 1(unprobed),LT,SMD,ELineX,AU,STZ,32424.0,32538.0,83.0,85.0,32370.0,0.9948368061958326,2019-10-24 00:00:00.000,0,,,,,,,,,,,,,pnp,,TRÄGERSTREIFEN EP3,        62: Grenzwert;         62: Totalausfall,2019.0,10.0,43.0,24.0
509283,618230,ZXMP6A17G,9Y34MATTE.5: 4(probed); 9Y34VYING.4: 23(probed),UMOS,SMD,SOT223,CU,TA,186794.0,186483.0,86.0,1112.0,185285.0,0.9935758219247867,2019-09-30 00:00:00.000,0,,,,,,,,,,,,,pMOSe,ZXMP6A17D,LEADFRAME DZN 2000 (all over Ag),       184: Grenzwert;        184: IGSS@27V;        184: Totalausfall;        184: Vision,2019.0,9.0,40.0,30.0
509282,618229,ZX5T851G-36,9Y38DOORS.5: 2(probed); 9Y38MINED.5: 7(ringprobed); 9Y38MINED.4: 1(probed),HT,SMD,SOT223,AU,TC,84398.0,80064.0,106.0,239.0,79719.0,0.9956909472422062,2019-10-08 00:00:00.000,0,,,,,,,,,,,,,,,TRÄGERBAND TB4404-B,       242: Grenzwert;        242: Totalausfall;        242: Vision,2019.0,10.0,41.0,8.0
509281,618228,FZT857Q,9Y36UNTIE.4: 7(ringprobed); 9Y36BUDDY.4: 14(ringprobed); 9Y36BUDDY.3: 11(probed),HT,SMD,SOT223,AU,TA,157741.0,156921.0,2238.0,904.0,153779.0,0.9799771859725595,2019-10-15 00:00:00.000,0,,,,,,,,,,,,,npn,FZT857D,LEADFRAME DZN 2000 (all over Ag),       242: Grenzwert;        242: Totalausfall;        443: Ausfall Gurter;        443: Datalog;        443: Kelvin;        443: Q-Fehler;        443: Vision,2019.0,10.0,42.0,15.0
509280,618227,FZT603,9Y39BELTS.4: 12(unprobed); 9Y39BELTS.5: 1(probed),MT,SMD,SOT223,CU,TA,173264.0,172269.0,974.0,594.0,170701.0,0.9908979561035357,2019-10-04 00:00:00.000,0,,,,,,,,,,,,,npn,FZT603D,LEADFRAME DZN 2000 (all over Ag),       130: Grenzwert;        130: Totalausfall;        130: Vision,2019.0,10.0,40.0,4.0
509279,618226,FZT603,9Y39BELTS.4: 12(unprobed),MT,SMD,SOT223,CU,TA,160282.0,159540.0,1188.0,1075.0,157277.0,0.9858154694747399,2019-10-01 00:00:00.000,0,,,,,,,,,,,,,npn,FZT603D,LEADFRAME DZN 2000 (all over Ag),        57: Grenzwert;         57: Totalausfall;         57: Vision,2019.0,10.0,40.0,1.0
509278,618225,FZT1049A,9Y38DEUCE.8: 1(probed); 9Y38DEUCE.10: 4(ringprobed),HT,SMD,SOT223,CU,TA,42587.0,42293.0,1540.0,319.0,40434.0,0.9560447355354313,2019-09-30 00:00:00.000,0,,,,,,,,,,,,,npn,FZT1049AD,LEADFRAME DZN 2000 (all over Ag),       130: Grenzwert;        184: Totalausfall;        184: Vision,2019.0,9.0,40.0,30.0
509277,618224,ZXMS6005DT8Q,9Y41IGLOO.4: 8(probed),2SVMOS,SMD,SM8,AU,TA,29584.0,29418.0,5099.0,124.0,24195.0,0.8224556394044462,2019-10-01 00:00:00.000,0,,,,,,,,,,,,,,,TRÄGERBAND TB 4407-B,        57: Orientierung;         57: Totalausfall;         57: Vision;        130: Grenzwert,2019.0,10.0,40.0,1.0
509276,618223,ZXMS6004DT8,9Y37AHEAD.4: 9(probed),2SVMOS,SMD,SM8,AU,TA,60972.0,54009.0,182.0,160.0,53667.0,0.9936677220463256,2019-10-07 00:00:00.000,0,,,,,,,,,,,,,,,TRÄGERBAND TB 4407-B,       242: Grenzwert;        242: Orientierung;        242: Totalausfall;        242: Vision,2019.0,10.0,41.0,7.0
509275,618222,ZDT749,9Y39VISIT.5: 24(unprobed),2MT,SMD,SM8,CU,TC,155075.0,154944.0,834.0,1696.0,152414.0,0.9836715200330441,2019-09-30 00:00:00.000,0,,,,,,,,,,,,,2pnp,2xFZT749D,TRÄGERBAND TB 4407-B,       184: Grenzwert;        184: Orientierung;        184: Totalausfall;        184: Vision,2019.0,9.0,40.0,30.0
509274,618221,ZRC250F02,9Y34EXPEL.13: 2(unprobed),IC,SMD,SOT23,AU,TA,42352.0,42160.0,208.0,26.0,41926.0,0.994449715370019,2019-09-30 00:00:00.000,0,,,,,,,,,,292,HP40369,441,,ZR28502C,TRÄGERBAND TB 401 L-A veredelt,       184: Ausfall Gurter,2019.0,9.0,40.0,30.0
509268,618220,ZXCT1008QF,9Y35PURSE.3: 7(probed),IC,SMD,LFSOT23,AU,TC,108063.0,103180.0,29879.0,22.0,73279.0,0.7102054661756154,2019-10-01 00:00:00.000,895,True,False,Ausbeute,Iout,<div>WPS46/2019</div>,christoph-siebert,2019-11-04 10:09:45.420,christoph-siebert,2019-11-04 10:09:38.140,231; 275; 275,HP40186; HP40186; HP40186,1023; 1023; 1023,,ZXCT1008F,TRÄGERBAND TB 401 LFR/C plated,        57: Totalausfall;         57: Vision;        240: Grenzwert,2019.0,10.0,40.0,1.0
509267,618219,ZXCT1008F,9Y35PURSE.3: 6(probed),IC,SMD,LFSOT23,AU,TA,94560.0,91620.0,21157.0,20.0,70443.0,0.768860510805501,2019-10-02 00:00:00.000,894,True,False,Ausbeute,Iout,<div>WPS46/2019</div>,christoph-siebert,2019-11-04 10:09:12.967,christoph-siebert,2019-11-04 10:08:35.200,325; 225,HP40186; HP40186,1023; 1023,,ZXCT1008F,TRÄGERBAND TB 401 LFR/C plated,        57: Totalausfall;         57: Vision;        240: Grenzwert,2019.0,10.0,40.0,2.0
509266,618218,ZHT431F01,9Y23PRINT.4: 1(probed); 9Y23DICED.4: 1(probed),IC,SMD,LFSOT23,AU,TA,37575.0,37456.0,45.0,1.0,37410.0,0.998771892353695,2019-10-07 00:00:00.000,0,,,,,,,,,,292; 275,AOT40100; HP40369,104; 441,,ZR43101XF,LEADFRAME DZN 1020,       130: Ausfall Gurter;        184: GND offen;        184: Grenzwert;        184: Iz_off >25nA;        184: Totalausfall;        184: Vref offen;        184: Vz offen,2019.0,10.0,41.0,7.0
509265,618217,ZRC250F03,9Y39CONED.26: 1(probed),IC,SMD,SOT23,AU,TA,20914.0,20861.0,63.0,5.0,20793.0,0.9967403288432961,2019-09-30 00:00:00.000,0,,,,,,,,,,231,HP40369,441,,ZR28503C,TRÄGERBAND TB 401 L-A veredelt,       184: Ausfall Gurter,2019.0,9.0,40.0,30.0
509263,618216,ZRC250F01,9Y35CORSE.5: 5(probed),IC,SMD,SOT23,AU,TA,98346.0,97900.0,153.0,59.0,97688.0,0.9978345250255363,2019-09-30 00:00:00.000,0,,,,,,,,,,248; 292,HP40369; HP40369,441; 441,,ZR28501C,TRÄGERBAND TB 401 L-A veredelt,       184: Ausfall Gurter,2019.0,9.0,40.0,30.0
509262,618215,ZRB500F01,9Y35FIFTH.4: 4(probed),IC,SMD,SOT23,AU,TA,60117.0,49083.0,96.0,62.0,48925.0,0.996780962858831,2019-09-30 00:00:00.000,0,,,,,,,,,,248; 292,HP40369; HP40369,441; 441,,ZRB50001C,TRÄGERBAND TB 401 L-A veredelt,       184: Ausfall Gurter,2019.0,9.0,40.0,30.0
509260,618214,ZXTP07040DFF,9Y32MESON.4: 4(probed),MT,SMD,SOT23F,CU,TA,49937.0,46760.0,3301.0,147.0,43312.0,0.9262617621899059,2019-11-04 00:00:00.000,0,,,,,,,,,,231,HP40141N,608,,,TRÄGERBAND TB 301-6 6-row,       448: Grenzwerte;        448: Rückstellmuster;        448: Totalausfall;        448: Vision 5S;        448: Vision Marking,2019.0,11.0,45.0,4.0
509259,618213,ZXTN19060CFF,9Y32FAUST.4: 5(probed),MT,SMD,SOT23F,CU,TA,66560.0,66078.0,4229.0,278.0,61571.0,0.9317927298041708,2019-10-07 00:00:00.000,0,,,,,,,,,,225; 225,HP40141N; HP40141N,608; 608,npn,,TRÄGERBAND TB 301-6 6-row,       130: Grenzwerte;        130: Totalausfall;        130: Vision 5S;        130: Vision Marking,2019.0,10.0,41.0,7.0
509257,618212,ZXTN07045EFF,9Y32BENCH.5: 1(probed); 9Y32BENCH.4: 2(ringprobed),MT,SMD,SOT23F,CU,TA,38643.0,37907.0,574.0,458.0,36875.0,0.9727754768248609,2019-10-10 00:00:00.000,0,,,,,,,,,,304,HP40141N,608,,,TRÄGERBAND TB 301-6 6-row,        38: Grenzwerte;         38: Totalausfall;         38: Vision 5S;         38: Vision Marking,2019.0,10.0,41.0,10.0
509254,618211,ZXMS6004FFQ,9Y26WALLS.7: 11(probed); 9Y26WALLS.5: 1(probed),SVMOS,SMD,SOT23F,AU,TA,156832.0,156706.0,3792.0,222.0,152692.0,0.9743851543654998,2019-10-25 00:00:00.000,0,,,,,,,,,,325; 325; 328; 221; 221; 248,AOT40100; AOT40100; AOT40100; HP40141N; HP40141N; HP40141N,106; 106; 106; 608; 608; 608,,,TRÄGERBAND TB 301-6 6-row,        38: Blown on Test;         38: Grenzwert;         38: RTHI-Fehler;         38: Totalausfall;        213: Ausfall Gurter;        213: Kelvin;        213: Orientierung;        213: Rückstellmuster;        213: Totalausfall;        213: Vision 5S;        213: Vision Marking,2019.0,10.0,43.0,25.0
508155,618135,ZXMS6004SGQ,9Y39YUMMY.4: 13(probed),SVMOS,SMD,SOT223,AU,TA,167702.0,167174.0,238.0,704.0,166232.0,0.9943651524758634,2019-09-27 00:00:00.000,0,,,,,,,,,,,,,,,LEADFRAME DZN 2012 (spot Ag),        38: Grenzwert;         38: Totalausfall;         38: Vision,2019.0,9.0,39.0,27.0
508154,618134,ZXMS6004DG,9Y39YUMMY.4: 3(probed),SVMOS,SMD,SOT223,AU,TA,40327.0,40226.0,31.0,101.0,40094.0,0.9967185402476011,2019-10-01 00:00:00.000,0,,,,,,,,,,,,,,,LEADFRAME DZN 2000 (all over Ag),        57: Grenzwert;         57: Totalausfall;         57: Vision,2019.0,10.0,40.0,1.0
507768,618133,ZXTN25100DG,9Y35SHIPS.5: 4(probed),SS6,SMD,SOT223,PD,TA,75195.0,74178.0,335.0,1243.0,72600.0,0.9787268462347327,2019-10-09 00:00:00.000,0,,,,,,,,,,,,,npn,,LEADFRAME DZN 2000 (all over Ag),        38: Grenzwert;         38: Totalausfall;         38: Vision,2019.0,10.0,41.0,9.0
507767,618132,ZXMP6A17G,9Y35GIDDY.5: 23(probed),UMOS,SMD,SOT223,CU,TA,160478.0,160169.0,699.0,3371.0,156099.0,0.9745893400096148,2019-09-30 00:00:00.000,882,False,True,Q-Fehler,GS/GD- Kurzschlüsse,"<div>Ausbeute 95,77%</div>

<div>2% TA</div>

<div>1 QJ</div>

<div>FA: Waferfehler und Assemblyfehler</div>

<div><font color=""#22B14C"">Freigabe</font></div>",martin-krausse,2019-09-27 14:01:39.373,martin-krausse,2019-09-27 08:35:22.633,,,,pMOSe,ZXMP6A17D,LEADFRAME DZN 2000 (all over Ag),       130: Totalausfall;        184: Grenzwert;        184: IGSS@27V;        184: Vision,2019.0,9.0,40.0,30.0
507766,618131,ZXMP6A17G,9Y34MATTE.4: 20(probed),UMOS,SMD,SOT223,CU,TA,146712.0,147600.0,36.0,1563.0,146001.0,0.9891666666666666,2019-09-25 00:00:00.000,0,,,,,,,,,,,,,pMOSe,ZXMP6A17D,LEADFRAME DZN 2000 (all over Ag),       241: Grenzwert;        241: IGSS@27V;        241: Totalausfall;        241: Vision,2019.0,9.0,39.0,25.0
507765,618130,ZXMP6A17G,9Y31AGAIN.4: 13(probed),UMOS,SMD,SOT223,AU,TA,90416.0,88758.0,176.0,2343.0,86239.0,0.971619459654341,2019-10-07 00:00:00.000,0,,,,,,,,,,,,,pMOSe,ZXMP6A17D,TRÄGERBAND TB4404-B,       242: Grenzwert;        242: IGSS@27V;        242: Totalausfall;        242: Vision,2019.0,10.0,41.0,7.0
507764,618129,ZXMP4A16G,9Y35LEEKS.4: 19(probed); 9Y36APRIL.4: 25(probed),UMOS,SMD,SOT223,CU,TA,227844.0,226971.0,21.0,2241.0,224709.0,0.9900339690973736,2019-10-02 00:00:00.000,0,,,,,,,,,,,,,pMOSe,ZXMP4A16D,LEADFRAME DZN 2000 (all over Ag),        57: Grenzwert;         57: IGSS@20V;         57: IGSS@27V;         57: Vision;        240: Totalausfall,2019.0,10.0,40.0,2.0
507763,618128,ZXMN6A09G,9Y40HONKS.4: 15(probed),UMOS,SMD,SOT223,CU,TA,48973.0,48597.0,369.0,734.0,47494.0,0.9773031257073482,2019-10-09 00:00:00.000,0,,,,,,,,,,,,,nMOSe,ZXMN6A09D,LEADFRAME DZN 2000 (all over Ag),        57: Grenzwert;         57: IGSS@27V;         57: Totalausfall;         57: Vision,2019.0,10.0,41.0,9.0
507762,618127,ZXMN4A06G,9Y40CRUSH.5: 5(probed),UMOS,SMD,SOT223,CU,TA,29074.0,28863.0,446.0,1249.0,27168.0,0.9412742958112462,2019-10-07 00:00:00.000,0,,,,,,,,,,,,,nMOSe,ZXMN4A06D,LEADFRAME DZN 2000 (all over Ag),       130: Grenzwert;        130: IGSS@27V;        130: Totalausfall,2019.0,10.0,41.0,7.0
507761,618126,ZX5T951G-36,9Y36DADDY.8: 2(ringprobed); 9Y36DADDY.9: 10(unprobed); 9Y36DADDY.7: 1(probed),HT,SMD,SOT223,AU,TC,115588.0,115315.0,1338.0,1346.0,112631.0,0.9767246238563934,2019-10-11 00:00:00.000,0,,,,,,,,,,,,,,,TRÄGERBAND TB4404-B,       130: Grenzwert;        130: Totalausfall;        130: Vision;        443: Q-Fehler,2019.0,10.0,41.0,11.0
507760,618125,ZX5T851G-36,9Y38SEEKS.4: 20(probed),HT,SMD,SOT223,AU,TC,178803.0,177813.0,1304.0,2261.0,174248.0,0.9799508472383909,2019-10-07 00:00:00.000,0,,,,,,,,,,,,,,,TRÄGERBAND TB4404-B,       130: Grenzwert;        130: Totalausfall;        130: Vision,2019.0,10.0,41.0,7.0
507759,618124,FZT857,9Y36MATED.4: 7(ringprobed),HT,SMD,SOT223,AU,TA,34543.0,34267.0,238.0,279.0,33750.0,0.9849125981264774,2019-10-14 00:00:00.000,0,,,,,,,,,,,,,npn,FZT857D,LEADFRAME DZN 2000 (all over Ag),        38: Ausfall Gurter;         38: Vision;        184: Grenzwert;        184: Totalausfall,2019.0,10.0,42.0,14.0
507758,618123,FZT692BQ,9Y33TEXTS.3: 4(probed),MT,SMD,SOT223,AU,TA,50112.0,49745.0,189.0,115.0,49441.0,0.9938888330485476,2019-10-08 00:00:00.000,0,,,,,,,,,,,,,npn,FZT653BD,LEADFRAME DZN 2000 (all over Ag),       242: Grenzwert;        242: Totalausfall;        242: Vision,2019.0,10.0,41.0,8.0
507756,618122,FZT1049A,9Y40POEMS.6: 3(probed),HT,SMD,SOT223,CU,TA,23938.0,23904.0,321.0,50.0,23533.0,0.9844795850066934,2019-09-27 00:00:00.000,0,,,,,,,,,,,,,npn,FZT1049AD,LEADFRAME DZN 2000 (all over Ag),       184: Grenzwert;        184: Totalausfall,2019.0,9.0,39.0,27.0
507755,618121,FZT1048A,9Y38LICKS.5: 13(probed),HT,SMD,SOT223,CU,TA,97316.0,97046.0,570.0,616.0,95860.0,0.9877789914061373,2019-10-09 00:00:00.000,0,,,,,,,,,,,,,npn,FZT1048AD,LEADFRAME DZN 2000 (all over Ag),        38: Grenzwert;         38: Totalausfall;         38: Vision,2019.0,10.0,41.0,9.0
507754,618120,BSP75N,9Y38CHATS.4: 24(unprobed),SVMOS,SMD,SOT223,AU,TA,132155.0,131556.0,1278.0,691.0,129587.0,0.985032989753413,2019-09-30 00:00:00.000,0,,,,,,,,,,,,,,BSP75ND,LEADFRAME DZN 2012 (spot Ag),       184: Grenzwert;        184: Totalausfall;        184: Vision,2019.0,9.0,40.0,30.0
507737,618119,ZXTP25100BFH,9Y09JULEP.4: 3(unprobed),SS6,SMD,LFSOT23,AU,TA,69925.0,66375.0,660.0,2069.0,63646.0,0.9588851224105461,2019-10-09 00:00:00.000,0,,,,,,,,,,275; 275; 231,HP40171; HP40171; HP40171,250; 250; 250,,X25P100BD,LEADFRAME DZN 1020,       130: Grenzwert;        130: Totalausfall,2019.0,10.0,41.0,9.0
507736,618118,ZXTN25060BFH,9Y39OUTER.5: 2(probed),SS6,SMD,LFSOT23,AU,TA,39440.0,39049.0,424.0,395.0,38230.0,0.9790263515070808,2019-10-08 00:00:00.000,0,,,,,,,,,,328; 328,HP40171; HP40171,250; 250,,X25N60BD,LEADFRAME DZN 1020,       130: Grenzwert;        130: Totalausfall,2019.0,10.0,41.0,8.0
507735,618117,ZXTN2031F,9Y36PRAYS.5: 4(ringprobed),SS6,SMD,LFSOT23,AU,TA,39400.0,37771.0,587.0,644.0,36540.0,0.9674088586481693,2019-09-30 00:00:00.000,0,,,,,,,,,,275,HP40186,1023,,X23N49CD,LEADFRAME DZN 1011,       184: Grenzwert;        184: Totalausfall;        184: Vision,2019.0,9.0,40.0,30.0
507734,618116,ZR431F,9Y36HEALS.4: 2(unprobed),IC,SMD,LFSOT23,AU,TA,40776.0,40323.0,256.0,80.0,39987.0,0.9916672866602187,2019-09-30 00:00:00.000,0,,,,,,,,,,221,HP40369,441,,ZR43102XF,LEADFRAME DZN 1020,       184: Ausfall Gurter,2019.0,9.0,40.0,30.0
507733,618115,ZMR330F,9Y36SNAGS.4: 13(unprobed),IC,SMD,LFSOT23,AU,TA,265034.0,262164.0,3007.0,2160.0,256997.0,0.9802909629087136,2019-09-25 00:00:00.000,0,,,,,,,,,,,,,,ZMR330F,LEADFRAME DZN 1011,       241: Grenzwert;        241: Totalausfall,2019.0,9.0,39.0,25.0
507732,618114,ZMR330F,9Y36SNAGS.4: 12(unprobed),IC,SMD,LFSOT23,AU,TA,244625.0,243593.0,708.0,5555.0,237330.0,0.974289080556502,2019-09-30 00:00:00.000,0,,,,,,,,,,,,,,ZMR330F,LEADFRAME DZN 1011,        57: Grenzwert;         57: Totalausfall,2019.0,9.0,40.0,30.0
507731,618113,ZXMP6A13F,9Y34PERTH.4: 11(probed),UMOS,SMD,SOT23,CU,TA,210100.0,208898.0,720.0,1216.0,206962.0,0.990732319122251,2019-10-14 00:00:00.000,0,,,,,,,,,,292; 289; 275; 275,HP40369; HP40369; HP40369; HP40369,442; 442; 442; 442,pMOSe,ZXMP6A13C,TRÄGERBAND TB 401 LS-N  85 my,        38: Ausfall Gurter,2019.0,10.0,42.0,14.0
507730,618112,ZXMN2A01F,9Y37TINGE.4: 9(unprobed),UMOS,SMD,SOT23,CU,TA,161716.0,160250.0,1894.0,1826.0,156530.0,0.9767862714508581,2019-10-07 00:00:00.000,0,,,,,,,,,,225; 200; 248,HP40186; HP40186; HP40186,1023; 1023; 1023,nMOSe,ZXMN2A01C,TRÄGERBAND TB 401 LS-N  85 my,       242: Grenzwert;        242: Totalausfall;        242: Vision,2019.0,10.0,41.0,7.0
507729,618111,FMMT619,9Y38REICH.5: 16(unprobed),ST,SMD,SOT23,CU,TA,303953.0,302772.0,3033.0,1059.0,298680.0,0.986484879711466,2019-10-08 00:00:00.000,0,,,,,,,,,,231; 325; 292; 231; 231; 231,HP40369; HP40369; HP40369; HP40369; HP40369; HP40369,442; 442; 442; 442; 442; 442,npn,FMMT619C,TRÄGERBAND TB 401 LS-N  85 my,        38: Ausfall Gurter,2019.0,10.0,41.0,8.0
507728,618110,FMMT619,9Y38LAZED.4: 10(unprobed),ST,SMD,SOT23,CU,TA,187967.0,187386.0,412.0,973.0,186001.0,0.992608839507754,2019-10-04 00:00:00.000,0,,,,,,,,,,292; 231; 248; 248,HP40369; HP40369; HP40369; HP40369,442; 442; 442; 442,npn,FMMT619C,TRÄGERBAND TB 401 LS-N  85 my,       130: Ausfall Gurter,2019.0,10.0,40.0,4.0
507727,618109,FMMT619,9Y38LAZED.6: 1(probed); 9Y38LAZED.4: 9(unprobed),ST,SMD,SOT23,CU,TA,187323.0,185923.0,2137.0,1425.0,182361.0,0.9808415311715065,2019-09-23 00:00:00.000,0,,,,,,,,,,322; 221; 221; 322,HP40369; HP40369; HP40369; HP40369,441; 441; 441; 441,npn,FMMT619C,TRÄGERBAND TB 401 LS-N  85 my,       243: Ausfall Gurter,2019.0,9.0,39.0,23.0
507725,618108,ZXTN19060CFF,9Y32FAUST.4: 4(probed),MT,SMD,SOT23F,CU,TA,53248.0,52937.0,8250.0,159.0,44528.0,0.8411508018965941,2019-10-09 00:00:00.000,0,,,,,,,,,,289,HP40141N,608,npn,,TRÄGERBAND TB 301-6 6-row,        38: Grenzwerte;         38: Totalausfall;         38: Vision 5S;         38: Vision Marking,2019.0,10.0,41.0,9.0
507724,618107,ZXTN08400BFF,9Y40ALACK.5: 5(unprobed),MT,SMD,SOT23F,CU,TA,56918.0,55395.0,227.0,340.0,54828.0,0.9897644191714053,2019-09-24 00:00:00.000,0,,,,,,,,,,229,HP40141N,608,npn,,TRÄGERBAND TB 301-6 6-row,       241: Grenzwerte;        241: Totalausfall;        241: Vision 5S;        241: Vision Marking,2019.0,9.0,39.0,24.0
